,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,1st_APPEARANCE,YEAR,DC_MV
20756,Leonard Ruttman (New Earth),Public Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Deceased Characters,3.0,11,2009.0,0
20757,Maelstrom (New Earth),Public Identity,Bad Characters,None,Black Hair,Female Characters,Straight,Living Characters,3.0,1,2009.0,0
20758,Miss Army Knife (New Earth),Secret Identity,Bad Characters,None,None,Female Characters,Straight,Deceased Characters,3.0,8,2009.0,0
20759,Persephone II (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Straight,Living Characters,3.0,8,2009.0,0
20760,Phoney Baloney (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,8,2009.0,0
20761,Ral-Dar (New Earth),Public Identity,Bad Characters,Grey Eyes,Blond Hair,Male Characters,Straight,Living Characters,3.0,9,2009.0,0
20762,Rumble III (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,9,2009.0,0
20764,Shuja (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,11,2009.0,0
20765,Skwaul (New Earth),Public Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,4,2009.0,0
20766,Tanimin (New Earth),Secret Identity,Bad Characters,None,Black Hair,Female Characters,Straight,Deceased Characters,3.0,10,2009.0,0
20768,Underhand (New Earth),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,3.0,11,2009.0,0
20769,Victor Goodman (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,4,2009.0,0
20771,Adeline Prescott (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Straight,Living Characters,3.0,5,2008.0,0
20772,Adept (New Earth),Secret Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,3.0,5,2008.0,0
20773,Apalala (New Earth),Public Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,3.0,5,2008.0,0
20774,Brazen Man (New Earth),Secret Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,3.0,5,2008.0,0
20775,Civet (New Earth),Secret Identity,Good Characters,None,Brown Hair,Male Characters,Straight,Living Characters,3.0,5,2008.0,0
20777,Fairy Queen (New Earth),Secret Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,Straight,Living Characters,3.0,5,2008.0,0
20778,Gwendoline Harper (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,3.0,12,2008.0,0
20779,Joshua Walker (New Earth),Secret Identity,Bad Characters,Green Eyes,White Hair,Male Characters,Straight,Living Characters,3.0,6,2008.0,0
20780,Killer Shark II (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,3,2008.0,0
20782,Miss Poltergeist (New Earth),Secret Identity,Good Characters,White Eyes,Purple Hair,Female Characters,Straight,Living Characters,3.0,5,2008.0,0
20783,Mister Meteor (New Earth),Secret Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,3.0,5,2008.0,0
20786,Repro (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Deceased Characters,3.0,6,2008.0,0
20787,Revenant (New Earth),Secret Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,3.0,5,2008.0,0
20788,Sardonyxx (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Straight,Living Characters,3.0,5,2008.0,0
20790,Ampa Nnn (New Earth),Public Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,8,2007.0,0
20791,Bizarro Flash (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,11,2007.0,0
20792,Bizarro Wonder Woman (New Earth),Secret Identity,Bad Characters,None,Black Hair,Female Characters,Straight,Living Characters,3.0,11,2007.0,0
20793,Blitzkrieg (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,3.0,6,2007.0,0
20794,Cheater (New Earth),Secret Identity,Bad Characters,None,Blond Hair,Male Characters,Straight,Living Characters,3.0,9,2007.0,0
20796,Jackanapes (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,7,2007.0,0
20798,Karsta Wor-Ul (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Straight,Living Characters,3.0,12,2007.0,0
20802,Swastika (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,3,2007.0,0
20804,Carolyn Llewellyn (New Earth),Public Identity,Neutral Characters,Green Eyes,None,Female Characters,Straight,Living Characters,3.0,10,2006.0,0
20805,Chen Nuo (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,6,2006.0,0
20807,Eliza Harmon (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Straight,Deceased Characters,3.0,8,2006.0,0
20810,Goldilocks (New Earth),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,Straight,Living Characters,3.0,6,2006.0,0
20811,Hu Wei (New Earth),Secret Identity,Bad Characters,White Eyes,White Hair,Male Characters,Straight,Deceased Characters,3.0,12,2006.0,0
20812,Jared Walton (New Earth),Public Identity,Good Characters,None,Brown Hair,Male Characters,Straight,Living Characters,3.0,11,2006.0,0
20814,Krydel-4 (New Earth),Public Identity,Good Characters,Green Eyes,None,Male Characters,Straight,Living Characters,3.0,8,2006.0,0
20816,Lady Liberty IV (New Earth),Secret Identity,Bad Characters,None,Black Hair,Female Characters,Straight,Deceased Characters,3.0,6,2006.0,0
20818,Natas (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,11,2006.0,0
20819,Ragnar (New Earth),Public Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,8,2006.0,0
20821,Sister Shadow (New Earth),Secret Identity,Bad Characters,None,White Hair,Female Characters,Straight,Living Characters,3.0,7,2006.0,0
20824,Barnard Blaine (New Earth),Secret Identity,Good Characters,None,Grey Hair,Male Characters,Straight,Living Characters,3.0,11,2005.0,0
20825,Blue of the Rainbow Raiders (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,2,2005.0,0
20826,Clarence McMullen (New Earth),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,3.0,2,2005.0,0
20827,Gas Bag (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,2,2005.0,0
20828,Green of the Rainbow Raiders (New Earth),Secret Identity,Bad Characters,None,None,Female Characters,Straight,Deceased Characters,3.0,2,2005.0,0
20829,Indigo of the Rainbow Raiders (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,2,2005.0,0
20830,Jacqueline Pemberton (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Straight,Deceased Characters,3.0,4,2005.0,0
20832,Orange of the Rainbow Raiders (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,2,2005.0,0
20833,Praetor (New Earth),Public Identity,Good Characters,None,None,Female Characters,Straight,Living Characters,3.0,9,2005.0,0
20835,Red of the Rainbow Raiders (New Earth),Secret Identity,Bad Characters,None,Red Hair,Male Characters,Straight,Deceased Characters,3.0,2,2005.0,0
20836,Splitshot (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,10,2005.0,0
20837,Stanley Baumgarten (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,4,2005.0,0
20840,Violet of the Rainbow Raiders (New Earth),Secret Identity,Bad Characters,None,Purple Hair,Female Characters,Straight,Deceased Characters,3.0,2,2005.0,0
20841,Megalith (New Earth),Secret Identity,Bad Characters,Red Eyes,None,Male Characters,Straight,Living Characters,3.0,8,2004.0,0
20843,Alexander Petrov (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Straight,Deceased Characters,3.0,11,2003.0,0
20844,Chad Solomon Kiyahani (New Earth),Public Identity,Good Characters,None,Black Hair,Male Characters,Straight,Living Characters,3.0,7,2003.0,0
20845,Charles Graham (New Earth),Public Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,3.0,10,2003.0,0
20846,Colin Mitchell (New Earth),Public Identity,Good Characters,None,Red Hair,Male Characters,Straight,Living Characters,3.0,7,2003.0,0
20847,David Page (New Earth),Public Identity,Good Characters,None,Red Hair,Male Characters,Straight,Living Characters,3.0,7,2003.0,0
20850,Harlan Combs (New Earth),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,3.0,3,2003.0,0
20852,Michael Sommers (New Earth),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,3.0,2,2003.0,0
20854,Rajak Darkraven (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,2,2003.0,0
20855,Remnant (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,1,2003.0,0
20856,Xenon (New Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,Straight,Living Characters,3.0,2,2003.0,0
20857,Zaius (New Earth),Public Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,3.0,8,2003.0,0
20858,Agrippina (New Earth),Secret Identity,Bad Characters,None,Blue Hair,Female Characters,Straight,Deceased Characters,3.0,9,2002.0,0
20859,Hallucinatra (New Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,Straight,Living Characters,3.0,8,2002.0,0
20860,Jack Spheer (New Earth),Public Identity,Bad Characters,None,Grey Hair,Male Characters,Straight,Living Characters,3.0,9,2002.0,0
20862,Snake Girl (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Straight,Living Characters,3.0,11,2002.0,0
20865,Faora Hu-Ul (New Earth),Public Identity,Bad Characters,None,Brown Hair,Female Characters,Straight,Living Characters,3.0,4,2001.0,0
20868,Rampotatek (New Earth),Public Identity,Neutral Characters,Brown Eyes,Blue Hair,Male Characters,Straight,Living Characters,3.0,3,2001.0,0
20869,Santa Klaus (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,12,2001.0,0
20870,Theta (New Earth),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,Straight,Living Characters,3.0,9,2001.0,0
20872,Banner (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,3.0,3,2000.0,0
20873,Benito Gallo (New Earth),Public Identity,Bad Characters,None,White Hair,Male Characters,Straight,Deceased Characters,3.0,3,2000.0,0
20875,Cimarron (New Earth),Secret Identity,Good Characters,None,Black Hair,Male Characters,Straight,Living Characters,3.0,9,2000.0,0
20877,Enrico Inzerillo (New Earth),Public Identity,Bad Characters,None,Grey Hair,Male Characters,Straight,Living Characters,3.0,6,2000.0,0
20878,Groundswell (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,5,2000.0,0
20879,Isabella Feretti (New Earth),Public Identity,Bad Characters,None,Black Hair,Female Characters,Straight,Deceased Characters,3.0,3,2000.0,0
20882,Thrilldevil (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,8,2000.0,0
20883,Wallace Ebersol (New Earth),Public Identity,Good Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,3.0,9,2000.0,0
20884,Abu-Gita (New Earth),Public Identity,Good Characters,None,Black Hair,Female Characters,Straight,Living Characters,3.0,12,1999.0,0
20886,Black Zero (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,5,1999.0,0
20887,Camilla Malone (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Straight,Living Characters,3.0,2,1999.0,0
20890,Frances Monaghan (New Earth),Public Identity,Good Characters,None,Black Hair,Female Characters,Straight,Deceased Characters,3.0,3,1999.0,0
20891,Frederick Fleming (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,4,1999.0,0
20892,Garl Rathbone (New Earth),Public Identity,Good Characters,Violet Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,2,1999.0,0
20893,Gonzalo Vasquez (New Earth),Public Identity,Good Characters,None,Brown Hair,Male Characters,Straight,Living Characters,3.0,5,1999.0,0
20895,Lava Lord (New Earth),Public Identity,Bad Characters,Red Eyes,None,Male Characters,Straight,Living Characters,3.0,2,1999.0,0
20903,Thula (New Earth),Secret Identity,Good Characters,White Eyes,Black Hair,Female Characters,Straight,Living Characters,3.0,5,1999.0,0
20904,Ulgo (New Earth),Public Identity,Good Characters,None,Black Hair,Male Characters,Straight,Living Characters,3.0,12,1999.0,0
20907,Edouard Laslo (New Earth),Public Identity,Neutral Characters,Black Eyes,None,Male Characters,Straight,Living Characters,3.0,2,1998.0,0
20908,Kal-El (DC One Million),Public Identity,Good Characters,Gold Eyes,Gold Hair,Male Characters,Straight,Living Characters,3.0,11,1998.0,0
20909,Kijaro (New Earth),Public Identity,Bad Characters,None,White Hair,Male Characters,Straight,Deceased Characters,3.0,8,1998.0,0
20910,Knob (New Earth),Secret Identity,Good Characters,None,Brown Hair,Male Characters,Straight,Living Characters,3.0,5,1998.0,0
20911,Krakkl (New Earth),Public Identity,Good Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,4,1998.0,0
20914,Quartzite (New Earth),Secret Identity,Bad Characters,None,Blond Hair,Female Characters,Straight,Living Characters,3.0,1,1998.0,0
20915,Redblade (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,9,1998.0,0
20916,Walter Chase (New Earth),Secret Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,Straight,Deceased Characters,3.0,7,1998.0,0
20918,Baud (New Earth),Secret Identity,Bad Characters,None,None,Female Characters,Straight,Living Characters,3.0,9,1997.0,0
20919,Brenda Ruskin (New Earth),Public Identity,Good Characters,None,Red Hair,Female Characters,Straight,Living Characters,3.0,2,1997.0,0
20920,Clay Brody (New Earth),Public Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,3.0,2,1997.0,0
20922,Kenn Kawa (New Earth),Public Identity,Good Characters,None,Black Hair,Male Characters,Straight,Living Characters,3.0,2,1997.0,0
20923,Marlon Corbet (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,2,1997.0,0
20924,Marnie (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,3.0,8,1997.0,0
20925,Milo Armitage (New Earth),Public Identity,Bad Characters,None,Grey Hair,Male Characters,Straight,Living Characters,3.0,9,1997.0,0
20927,NKVDemon III (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,11,1997.0,0
20928,Paula Holt (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Straight,Deceased Characters,3.0,6,1997.0,0
20929,Professor Bibbowski (New Earth),Public Identity,Good Characters,Grey Eyes,Grey Hair,Male Characters,Straight,Living Characters,3.0,7,1997.0,0
20930,Belyllioth (New Earth),Public Identity,Bad Characters,Red Eyes,Brown Hair,Female Characters,Straight,Living Characters,3.0,6,1996.0,0
20932,Fixit (New Earth),Secret Identity,Bad Characters,None,White Hair,Male Characters,Straight,Living Characters,3.0,10,1996.0,0
20933,Helena Perrier (New Earth),Public Identity,Good Characters,None,Brown Hair,Female Characters,Straight,Living Characters,3.0,9,1996.0,0
20934,Kendall Stuart (New Earth),Public Identity,Good Characters,None,Brown Hair,Male Characters,Straight,Deceased Characters,3.0,3,1996.0,0
20935,Leanore We (New Earth),Public Identity,Good Characters,None,Brown Hair,Female Characters,Straight,Living Characters,3.0,3,1996.0,0
20936,Leona Dorsey (New Earth),Secret Identity,Bad Characters,Blue Eyes,None,Female Characters,Straight,Living Characters,3.0,9,1996.0,0
20937,Marcia Hargis (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,3.0,7,1996.0,0
20938,Milos Grapa (New Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Straight,Deceased Characters,3.0,12,1996.0,0
20939,Minerva (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Straight,Living Characters,3.0,12,1996.0,0
20940,Nightfist (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,9,1996.0,0
20941,Pinky Butler (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,2,1996.0,0
20947,Actuary (New Earth),Secret Identity,Bad Characters,None,White Hair,Male Characters,Straight,Living Characters,3.0,3,1995.0,0
20948,Bounty (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,8,1995.0,0
20951,Eryx (New Earth),Public Identity,Neutral Characters,Blue Eyes,Purple Hair,Male Characters,Straight,Living Characters,3.0,7,1995.0,0
20952,Goode Ole Bernie (New Earth),Public Identity,Bad Characters,None,Red Hair,Male Characters,Straight,Living Characters,3.0,9,1995.0,0
20953,Heather Farr (New Earth),Public Identity,Bad Characters,None,Blond Hair,Female Characters,Straight,Living Characters,3.0,7,1995.0,0
20955,Kemper Von Cart (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,9,1995.0,0
20956,Kwintz (New Earth),Public Identity,Good Characters,None,Orange Hair,Male Characters,Straight,Deceased Characters,3.0,4,1995.0,0
20957,Noah Pastenetti (New Earth),Public Identity,Bad Characters,Yellow Eyes,None,Male Characters,Straight,Living Characters,3.0,4,1995.0,0
20958,Phillip Darrow (New Earth),Public Identity,Bad Characters,None,Grey Hair,Male Characters,Straight,Living Characters,3.0,6,1995.0,0
20959,Russell Wolf (New Earth),Secret Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,7,1995.0,0
20961,Wilde Norton (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Living Characters,3.0,4,1995.0,0
20962,Willis Danko (New Earth),Public Identity,Bad Characters,Black Eyes,None,Male Characters,Straight,Deceased Characters,3.0,12,1995.0,0
20963,Adam Kroft (New Earth),Secret Identity,Bad Characters,Black Eyes,None,Male Characters,Straight,Living Characters,3.0,11,1994.0,0
20964,Bad Blood (New Earth),Secret Identity,Bad Characters,None,Grey Hair,Male Characters,Straight,Deceased Characters,3.0,6,1994.0,0
20966,Bertron (New Earth),Public Identity,Neutral Characters,Black Eyes,None,Male Characters,Straight,Deceased Characters,3.0,5,1994.0,0
20968,Caliber (New Earth),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,3.0,1,1994.0,0
20969,Chrysalis (New Earth),Secret Identity,Good Characters,White Eyes,Brown Hair,Female Characters,Straight,Living Characters,3.0,12,1994.0,0
20970,Crassus (New Earth),Secret Identity,Neutral Characters,None,None,Male Characters,Straight,Living Characters,3.0,3,1994.0,0
20971,Jonathan Naissi (New Earth),Secret Identity,Bad Characters,None,Blond Hair,Male Characters,Straight,Living Characters,3.0,4,1994.0,0
20974,Mirror Master IV (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,6,1994.0,0
20975,Mohammed Ibn Bornu (New Earth),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,3.0,4,1994.0,0
20976,Payback (New Earth),Secret Identity,Bad Characters,Red Eyes,Green Hair,Male Characters,Straight,Living Characters,3.0,6,1994.0,0
20977,Peacemaker II (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,6,1994.0,0
20980,Shellshock (New Earth),Secret Identity,Bad Characters,Black Eyes,Green Hair,Female Characters,Straight,Living Characters,3.0,7,1994.0,0
20982,Split (New Earth),Secret Identity,Bad Characters,White Eyes,Blond Hair,Male Characters,Straight,Living Characters,3.0,7,1994.0,0
20986,"Adam, Sector 1055 (New Earth)",Public Identity,Good Characters,Purple Eyes,Purple Hair,Male Characters,Straight,Living Characters,3.0,6,1993.0,0
20987,Auron (New Earth),Public Identity,Good Characters,White Eyes,None,Male Characters,Straight,Deceased Characters,3.0,3,1993.0,0
20990,Darlene Spritzer (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Straight,Living Characters,3.0,12,1993.0,0
20991,Harlequin III (New Earth),Secret Identity,Bad Characters,None,White Hair,Female Characters,Straight,Living Characters,3.0,6,1993.0,0
20992,Isabelle Modini (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Straight,Living Characters,3.0,5,1993.0,0
20994,Kentor Omoto (New Earth),Public Identity,Good Characters,None,Purple Hair,Male Characters,Straight,Deceased Characters,3.0,9,1993.0,0
20995,Kieron Masterson (New Earth),Secret Identity,Good Characters,None,Brown Hair,Male Characters,Straight,Deceased Characters,3.0,12,1993.0,0
20996,Kurt Stack (New Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,Straight,Living Characters,3.0,11,1993.0,0
21005,Umitu (New Earth),Public Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,3.0,3,1993.0,0
21008,Dean Hunter (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,3.0,12,1992.0,0
21010,Jackal II (New Earth),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,3.0,11,1992.0,0
21014,Merd (New Earth),Public Identity,Bad Characters,None,Red Hair,Male Characters,Straight,Living Characters,3.0,2,1992.0,0
21015,Metalhead (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,11,1992.0,0
21016,Misfit (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,9,1992.0,0
21017,Pathavim Seth-Ottarak (New Earth),Secret Identity,Good Characters,Blue Eyes,None,Male Characters,Straight,Deceased Characters,3.0,6,1992.0,0
21019,Toy (New Earth),Secret Identity,Bad Characters,None,White Hair,Female Characters,Straight,Deceased Characters,3.0,2,1992.0,0
21021,Birgit Eisenmann (New Earth),Public Identity,Bad Characters,None,Black Hair,Female Characters,Straight,Deceased Characters,3.0,11,1991.0,0
21026,Shen Chi (New Earth),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,3.0,1,1991.0,0
21029,Tooley Wilson (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,3,1991.0,0
21031,Alan Markham (New Earth),Public Identity,Neutral Characters,None,Black Hair,Male Characters,Straight,Living Characters,3.0,5,1990.0,0
21032,Alloroc (New Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Straight,Living Characters,3.0,3,1990.0,0
21035,Fiona (New Earth),Public Identity,Good Characters,Blue Eyes,None,Female Characters,Straight,Living Characters,3.0,5,1990.0,0
21037,Haumond (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Straight,Deceased Characters,3.0,7,1990.0,0
21038,Honsu (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,7,1990.0,0
21039,Loma (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Straight,Deceased Characters,3.0,3,1990.0,0
21040,Lorelei (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Straight,Living Characters,3.0,7,1990.0,0
21043,Plasmax (New Earth),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,12,1990.0,0
21044,Prince Kraken (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,7,1990.0,0
21048,Simon Petrarch (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,10,1990.0,0
21054,Albert Tyler (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Straight,Living Characters,3.0,1,1989.0,0
21057,Concord (New Earth),Public Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,3.0,11,1989.0,0
21058,Delia Ryan (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,3.0,5,1989.0,0
21060,Ernesto Lopez (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,3.0,12,1989.0,0
21063,Kanis-Biz (New Earth),Public Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,6,1989.0,0
21064,Lentra (New Earth),Public Identity,Good Characters,Black Eyes,None,Female Characters,Straight,Deceased Characters,3.0,5,1989.0,0
21065,Lurgo (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,2,1989.0,0
21066,Morris Burgess Brocklesby (New Earth),Public Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,1,1989.0,0
21068,Roger Richter (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,3.0,1,1989.0,0
21071,Elizabeth Joyce (New Earth),Public Identity,Neutral Characters,Brown Eyes,Red Hair,Female Characters,Straight,Living Characters,3.0,6,1988.0,0
21073,Force (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,3.0,6,1988.0,0
21074,Gunther Steiner (New Earth),Public Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,3.0,1,1988.0,0
21075,Harlan Brooks (New Earth),Public Identity,Neutral Characters,None,None,Male Characters,Straight,Living Characters,3.0,6,1988.0,0
21077,Jeannie Kerr (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Deceased Characters,3.0,12,1988.0,0
21078,Kevin Mayer (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,3.0,12,1988.0,0
21079,Lawrence Eden (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Straight,Deceased Characters,3.0,6,1988.0,0
21083,Seyg-El (New Earth),Public Identity,Neutral Characters,Blue Eyes,None,Male Characters,Straight,Living Characters,3.0,2,1988.0,0
21085,Amber (New Earth),Secret Identity,Good Characters,Gold Eyes,Red Hair,Female Characters,Straight,Living Characters,3.0,12,1987.0,0
21086,Broderick (New Earth),Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Straight,Living Characters,3.0,3,1987.0,0
21087,Donal (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Deceased Characters,3.0,11,1987.0,0
21088,Eos (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Straight,Living Characters,3.0,11,1987.0,0
21093,Theodora Twidgett (New Earth),Public Identity,Neutral Characters,None,Red Hair,Female Characters,Straight,Living Characters,3.0,10,1987.0,0
21094,TO-T-U-K (New Earth),Public Identity,Good Characters,None,None,Male Characters,Straight,Deceased Characters,3.0,12,1987.0,0
21095,Vara (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Straight,Living Characters,3.0,12,1987.0,0
21097,Zebra-Man II (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Straight,Living Characters,3.0,7,1987.0,0
21099,Adolf Hitler Clone (New Earth),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,3.0,6,1986.0,0
